id,truth_rule,http,choice,conf,raw,ms,ptok,ctok,cost_usd,err
688201_2026-04-28,未归类,429,,,,1906.9,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
300295_2026-04-23,财务类,429,,,,1758.4,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
002726_2026-04-29,合规/治理类,429,,,,1784.6,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
601010_2026-04-29,合规/治理类,429,,,,1713.5,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
301288_2025-04-29,财务类,429,,,,1948.5,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
300430_2026-04-30,合规/治理类,429,,,,1685.1,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
603813_2025-04-29,财务类,429,,,,1942.3,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
600370_2026-04-29,合规/治理类,429,,,,2014.2,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
603363_2024-04-30,财务类,429,,,,1956.1,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
000838_2026-04-24,财务类,429,,,,2816.9,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
603828_2024-04-30,合规/治理类,429,,,,1719.1,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
300326_2025-04-30,合规/治理类,429,,,,1687.6,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
600130_2025-04-29,财务类,429,,,,1761.9,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
600476_2026-04-28,财务类,429,,,,1725.6,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
000056_2026-04-24,未归类,429,,,,1998.9,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
002717_2026-06-03,合规/治理类,429,,,,1763.0,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
002198_2026-04-30,合规/治理类,429,,,,1691.7,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
002055_2026-04-29,未归类,429,,,,1801.1,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
002227_2026-04-21,财务类,429,,,,1750.6,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
688646_2025-04-30,未归类,429,,,,2000.7,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
300460_2025-12-10,合规/治理类,429,,,,1811.8,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
002197_2024-09-05,合规/治理类,429,,,,1773.5,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
600287_2024-07-06,合规/治理类,429,,,,1753.6,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
603559_2023-10-12,合规/治理类,429,,,,1759.4,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
600337_2026-04-30,未归类,429,,,,1728.7,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
603721_2025-04-30,财务类,429,,,,1670.1,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
002762_2025-04-23,财务类,429,,,,1926.0,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
603595_2025-10-30,合规/治理类,429,,,,1722.3,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
002789_2025-04-25,财务类,429,,,,1918.1,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
300225_2025-07-02,合规/治理类,429,,,,1782.4,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
002124_2024-04-30,重整/破产,429,,,,1739.4,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
002883_2026-04-30,财务类,429,,,,1929.6,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
002743_2026-09-05,重整/破产,429,,,,1684.7,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
002742_2023-04-29,合规/治理类,429,,,,1957.9,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
300211_2025-04-30,财务类,429,,,,1912.4,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
600180_2026-04-29,未归类,429,,,,1792.0,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
600759_2026-04-28,合规/治理类,429,,,,3028.7,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
000656_2024-04-23,重整/破产,429,,,,1691.1,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
000620_2023-04-29,未归类,429,,,,1957.2,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
002721_2023-07-21,重整/破产,429,,,,1946.6,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
688496_2026-04-29,未归类,429,,,,2013.6,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
600079_2025-12-13,合规/治理类,429,,,,1720.3,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
600537_2026-04-28,财务类,429,,,,1787.6,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
002713_2025-04-29,财务类,429,,,,2284.3,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
000610_2026-04-24,财务类,429,,,,1986.5,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
601718_2026-04-30,合规/治理类,429,,,,1723.3,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
000595_2025-04-26,财务类,429,,,,2932.3,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
002581_2026-04-29,财务类,429,,,,1651.7,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
301030_2026-04-30,合规/治理类,429,,,,1890.9,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
002656_2023-06-30,合规/治理类,429,,,,1713.0,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
600053_2026-04-29,财务类,429,,,,1764.6,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
603822_2025-12-10,合规/治理类,429,,,,1861.4,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
600136_2023-06-06,合规/治理类,429,,,,1915.0,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
600439_2026-07-31,合规/治理类,429,,,,1692.5,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
300091_2025-12-31,重整/破产,429,,,,1751.1,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
300343_2025-03-22,合规/治理类,429,,,,1696.1,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
600360_2024-04-30,未归类,429,,,,2577.7,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
603557_2024-04-27,合规/治理类,429,,,,1875.5,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
600080_2026-04-29,合规/治理类,429,,,,1714.3,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
000070_2024-05-22,合规/治理类,429,,,,2027.4,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
300899_2025-04-29,财务类,429,,,,1767.4,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
688282_2024-04-30,财务类,429,,,,2837.3,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
003032_2025-04-22,财务类,429,,,,2609.5,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
300068_2026-05-06,合规/治理类,429,,,,1717.6,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
000698_2025-10-01,合规/治理类,429,,,,2839.8,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
000677_2026-04-30,合规/治理类,429,,,,5434.3,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
000639_2026-04-29,合规/治理类,429,,,,2764.5,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
300209_2024-09-30,重整/破产,429,,,,1756.2,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
603922_2026-04-29,合规/治理类,429,,,,2365.8,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
688089_2026-07-25,未归类,429,,,,1712.9,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
002932_2026-04-21,财务类,429,,,,2721.2,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
300506_2024-04-26,财务类,429,,,,1990.3,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
001270_2025-04-23,财务类,429,,,,1939.4,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
688066_2026-04-30,未归类,429,,,,2814.7,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
688189_2026-06-10,合规/治理类,429,,,,4707.4,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
603789_2025-04-30,财务类,429,,,,3149.7,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
600340_2026-04-30,财务类,429,,,,1944.9,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
002630_2025-04-29,合规/治理类,429,,,,2186.3,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
002102_2026-04-29,合规/治理类,429,,,,1711.4,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
002431_2026-04-25,未归类,429,,,,1933.9,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
300152_2025-04-29,合规/治理类,429,,,,1791.1,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
600818_2026-04-28,未归类,429,,,,1959.1,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
688053_2025-09-20,合规/治理类,429,,,,2995.0,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
000504_2025-04-22,财务类,429,,,,1719.5,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
002848_2025-04-25,财务类,429,,,,1979.2,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
000010_2026-04-29,合规/治理类,429,,,,2043.7,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
002528_2025-04-30,合规/治理类,429,,,,3229.3,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
300093_2025-04-29,未归类,429,,,,1920.3,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
002542_2026-04-18,财务类,429,,,,1717.9,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
000793_2025-03-17,合规/治理类,429,,,,1719.6,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
