id,truth_rule,http,choice,conf,raw,ms,ptok,ctok,cost_usd,err
000838_2026-04-24,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",6669.0,1788,372,,
603828_2024-04-30,合规/治理类,200,A,0.98,"{""choice"":""A"",""confidence"":0.98}",18761.8,1093,159,,
300326_2025-04-30,合规/治理类,200,A,0.98,"{""choice"":""A"",""confidence"":0.98}",4407.2,1127,142,,
600130_2025-04-29,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",5746.4,1429,142,,
600476_2026-04-28,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",6563.8,1374,126,,
000056_2026-04-24,未归类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",7621.0,1639,474,,
002717_2026-06-03,合规/治理类,200,,,,21746.8,1352,2000,,
002198_2026-04-30,合规/治理类,200,A,0.97,"{""choice"":""A"",""confidence"":0.97}",3747.1,974,138,,
002055_2026-04-29,未归类,200,,,,22220.2,1345,2000,,
002227_2026-04-21,财务类,200,B,0.97,"{""choice"":""B"",""confidence"":0.97}",5392.4,1503,225,,
688646_2025-04-30,未归类,200,A,0.97,"{""choice"":""A"",""confidence"":0.97}",5705.5,1765,245,,
300460_2025-12-10,合规/治理类,200,A,0.95,"{""choice"":""A"",""confidence"":0.95}",8059.6,1301,538,,
002197_2024-09-05,合规/治理类,200,A,0.97,"{""choice"":""A"",""confidence"":0.97}",8682.8,1258,701,,
600287_2024-07-06,合规/治理类,200,A,0.95,"{""choice"":""A"",""confidence"":0.95}",5877.3,1022,224,,
603559_2023-10-12,合规/治理类,200,,,,20086.0,1295,2000,,
600337_2026-04-30,未归类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",5649.1,1244,375,,
603721_2025-04-30,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",3334.9,1456,127,,
002762_2025-04-23,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",5521.6,1690,250,,
603595_2025-10-30,合规/治理类,200,A,0.92,"{""choice"":""A"",""confidence"":0.92}",8211.0,1362,579,,
002789_2025-04-25,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",6789.6,1935,335,,
300225_2025-07-02,合规/治理类,200,,,,22389.6,1195,2000,,
002124_2024-04-30,重整/破产,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",11571.0,1305,344,,
002883_2026-04-30,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",33978.2,1837,179,,
002743_2026-09-05,重整/破产,200,A,0.95,"{""choice"":""A"",""confidence"":0.95}",5234.9,1298,254,,
002742_2023-04-29,合规/治理类,200,A,0.97,"{""choice"":""A"",""confidence"":0.97}",17727.8,1799,802,,
300211_2025-04-30,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",4627.1,1845,181,,
600180_2026-04-29,未归类,200,,,,69589.9,1508,2000,,
600759_2026-04-28,合规/治理类,200,A,0.95,"{""choice"":""A"",""confidence"":0.95}",6018.6,1283,296,,
000656_2024-04-23,重整/破产,200,C,0.98,"{""choice"":""C"",""confidence"":0.98}",5188.3,1009,142,,
000620_2023-04-29,未归类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",11176.9,1818,585,,
002721_2023-07-21,重整/破产,200,,,,26361.8,1615,2000,,
688496_2026-04-29,未归类,200,A,0.98,"{""choice"":""A"",""confidence"":0.98}",22431.4,1890,347,,
600079_2025-12-13,合规/治理类,200,A,0.95,"{""choice"":""A"",""confidence"":0.95}",11786.6,1486,734,,
600537_2026-04-28,财务类,200,B,0.97,"{""choice"":""B"",""confidence"":0.97}",5242.6,1551,220,,
002713_2025-04-29,财务类,200,B,0.95,"{""choice"":""B"",""confidence"":0.95}",6288.8,1840,418,,
000610_2026-04-24,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",10870.6,1743,142,,
601718_2026-04-30,合规/治理类,200,A,0.92,"{""choice"":""A"",""confidence"":0.92}",13407.6,1294,972,,
000595_2025-04-26,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",5140.1,1952,230,,
002581_2026-04-29,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",4918.2,1016,180,,
301030_2026-04-30,合规/治理类,200,B+另:A,0.9,"{""choice"":""B+另:A"",""confidence"":0.9}",20846.2,1554,1701,,
002656_2023-06-30,合规/治理类,200,A,0.97,"{""choice"":""A"",""confidence"":0.97}",7327.6,1073,447,,
600053_2026-04-29,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",13786.1,1344,256,,
603822_2025-12-10,合规/治理类,200,A,0.95,"{""choice"":""A"",""confidence"":0.95}",105369.8,1350,521,,
600136_2023-06-06,合规/治理类,200,,,,169400.1,1953,2000,,
600439_2026-07-31,合规/治理类,200,A,0.9,"{""choice"":""A"",""confidence"":0.9}",19536.6,1289,1077,,
300091_2025-12-31,重整/破产,200,C,0.98,"{""choice"":""C"",""confidence"":0.98}",4139.7,1220,114,,
300343_2025-03-22,合规/治理类,200,A,0.95,"{""choice"":""A"",""confidence"":0.95}",6711.7,1420,386,,
600360_2024-04-30,未归类,200,A,0.98,"{""choice"":""A"",""confidence"":0.98}",44754.5,1301,129,,
603557_2024-04-27,合规/治理类,200,,,,44156.1,1686,2000,,
600080_2026-04-29,合规/治理类,200,A,0.98,"{""choice"":""A"",""confidence"":0.98}",7694.1,1477,188,,
000070_2024-05-22,合规/治理类,200,A,0.95,"{""choice"":""A"",""confidence"":0.95}",11835.7,988,984,,
300899_2025-04-29,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",5113.2,1486,216,,
688282_2024-04-30,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",5566.8,1863,163,,
003032_2025-04-22,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",9817.6,1927,294,,
300068_2026-05-06,合规/治理类,200,A,0.98,"{""choice"":""A"",""confidence"":0.98}",10425.4,1167,841,,
000698_2025-10-01,合规/治理类,200,A,0.95,"{""choice"":""A"",""confidence"":0.95}",8987.9,1816,655,,
000677_2026-04-30,合规/治理类,200,A,0.98,"{""choice"":""A"",""confidence"":0.98}",4168.7,1275,107,,
000639_2026-04-29,合规/治理类,200,A,0.98,"{""choice"":""A"",""confidence"":0.98}",5038.7,1303,259,,
300209_2024-09-30,重整/破产,200,,,,23987.8,1102,2000,,
603922_2026-04-29,合规/治理类,200,A,0.98,"{""choice"":""A"",""confidence"":0.98}",7487.2,1384,213,,
688089_2026-07-25,未归类,200,E,0.97,"{""choice"":""E"",""confidence"":0.97}",5160.9,1374,387,,
002932_2026-04-21,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",4388.6,1667,131,,
300506_2024-04-26,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",26169.0,1583,519,,
001270_2025-04-23,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",5250.3,1933,366,,
688066_2026-04-30,未归类,200,,,,24854.7,1984,2000,,
688189_2026-06-10,合规/治理类,200,A,0.95,"{""choice"":""A"",""confidence"":0.95}",68802.9,1692,622,,
603789_2025-04-30,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",10713.2,1292,123,,
600340_2026-04-30,财务类,200,B,0.95,"{""choice"":""B"",""confidence"":0.95}",5857.8,1938,483,,
002630_2025-04-29,合规/治理类,200,A,0.97,"{""choice"":""A"",""confidence"":0.97}",30276.4,1608,198,,
002102_2026-04-29,合规/治理类,200,A,0.98,"{""choice"":""A"",""confidence"":0.98}",3674.3,1171,126,,
002431_2026-04-25,未归类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",3659.5,1773,144,,
300152_2025-04-29,合规/治理类,200,A,0.97,"{""choice"":""A"",""confidence"":0.97}",3960.1,1356,144,,
600818_2026-04-28,未归类,200,A,0.97,"{""choice"":""A"",""confidence"":0.97}",4890.7,1262,127,,
688053_2025-09-20,合规/治理类,200,A,0.92,"{""choice"":""A"",""confidence"":0.92}",10112.6,1622,537,,
000504_2025-04-22,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",6101.8,1443,411,,
002848_2025-04-25,财务类,200,,,,36409.1,1909,2000,,
000010_2026-04-29,合规/治理类,200,,,,20735.2,1862,2000,,
002528_2025-04-30,合规/治理类,200,,,,19560.8,1623,2000,,
300093_2025-04-29,未归类,200,B,0.95,"{""choice"":""B"",""confidence"":0.95}",10372.0,1732,825,,
002542_2026-04-18,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",12020.2,1404,126,,
000793_2025-03-17,合规/治理类,200,A,0.92,"{""choice"":""A"",""confidence"":0.92}",7148.9,1350,515,,
