id,truth_rule,http,choice,conf,raw,ms,ptok,ctok,cost_usd,err
600337_2026-04-30,未归类,200,B,0.95,"{""choice"":""B"",""confidence"":0.95}",5028.6,1325.0,251.0,,
603721_2025-04-30,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",4483.7,1537.0,206.0,,
002762_2025-04-23,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",5420.2,1771.0,369.0,,
603595_2025-10-30,合规/治理类,200,A,0.95,"{""choice"":""A"",""confidence"":0.95}",34593.2,1443.0,558.0,,
002789_2025-04-25,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",45110.7,2016.0,266.0,,
300225_2025-07-02,合规/治理类,200,B+另:A,0.95,"{""choice"":""B+另:A"",""confidence"":0.95}",13722.4,1276.0,1037.0,,
002124_2024-04-30,重整/破产,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",4862.2,1386.0,296.0,,
002883_2026-04-30,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",4439.6,1918.0,203.0,,
002743_2026-09-05,重整/破产,200,A,0.98,"{""choice"":""A"",""confidence"":0.98}",4257.8,1379.0,231.0,,
002742_2023-04-29,合规/治理类,200,A,0.97,"{""choice"":""A"",""confidence"":0.97}",6840.6,1880.0,411.0,,
300211_2025-04-30,财务类,200,B,0.99,"{""choice"":""B"",""confidence"":0.99}",3536.0,1926.0,123.0,,
600180_2026-04-29,未归类,200,B+另:A,0.95,"{""choice"":""B+另:A"",""confidence"":0.95}",17098.9,1589.0,1791.0,,
600759_2026-04-28,合规/治理类,200,A,0.95,"{""choice"":""A"",""confidence"":0.95}",6225.1,1364.0,424.0,,
000656_2024-04-23,重整/破产,200,C,0.99,"{""choice"":""C"",""confidence"":0.99}",5104.0,1090.0,235.0,,
000620_2023-04-29,未归类,200,B,0.95,"{""choice"":""B"",""confidence"":0.95}",7221.9,1899.0,543.0,,
002721_2023-07-21,重整/破产,200,C,0.95,"{""choice"":""C"",""confidence"":0.95}",11536.7,1696.0,460.0,,
688496_2026-04-29,未归类,200,A,0.95,"{""choice"":""A"",""confidence"":0.95}",8403.3,1971.0,666.0,,
600079_2025-12-13,合规/治理类,200,A,0.92,"{""choice"":""A"",""confidence"":0.92}",9052.7,1567.0,593.0,,
600537_2026-04-28,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",6846.6,1632.0,419.0,,
002713_2025-04-29,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",4839.3,1921.0,293.0,,
000610_2026-04-24,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",4736.9,1824.0,173.0,,
601718_2026-04-30,合规/治理类,200,A,0.95,"{""choice"":""A"",""confidence"":0.95}",6962.0,1375.0,592.0,,
000595_2025-04-26,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",4151.4,2033.0,235.0,,
002581_2026-04-29,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",3827.5,1097.0,198.0,,
301030_2026-04-30,合规/治理类,200,,,,53368.8,1635.0,6000.0,,
002656_2023-06-30,合规/治理类,200,A,0.97,"{""choice"":""A"",""confidence"":0.97}",7305.1,1154.0,563.0,,
600053_2026-04-29,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",4190.8,1425.0,156.0,,
603822_2025-12-10,合规/治理类,200,A,0.92,"{""choice"":""A"",""confidence"":0.92}",8175.6,1431.0,583.0,,
600136_2023-06-06,合规/治理类,200,C,0.98,"{""choice"":""C"",""confidence"":0.98}",6520.2,2034.0,397.0,,
600439_2026-07-31,合规/治理类,200,A,0.95,"{""choice"":""A"",""confidence"":0.95}",6737.8,1370.0,488.0,,
300091_2025-12-31,重整/破产,200,C,0.98,"{""choice"":""C"",""confidence"":0.98}",3306.6,1301.0,140.0,,
300343_2025-03-22,合规/治理类,200,A,0.95,"{""choice"":""A"",""confidence"":0.95}",7660.1,1501.0,600.0,,
600360_2024-04-30,未归类,200,A,0.97,"{""choice"":""A"",""confidence"":0.97}",7459.9,1382.0,227.0,,
603557_2024-04-27,合规/治理类,200,B,0.95,"{""choice"":""B"",""confidence"":0.95}",29167.4,1767.0,3610.0,,
600080_2026-04-29,合规/治理类,200,A,0.98,"{""choice"":""A"",""confidence"":0.98}",3624.5,1558.0,220.0,,
000070_2024-05-22,合规/治理类,200,A,0.95,"{""choice"":""A"",""confidence"":0.95}",7827.5,1069.0,542.0,,
300899_2025-04-29,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",3329.7,1567.0,114.0,,
688282_2024-04-30,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",3593.7,1944.0,145.0,,
003032_2025-04-22,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",3910.6,2008.0,237.0,,
300068_2026-05-06,合规/治理类,200,A,0.98,"{""choice"":""A"",""confidence"":0.98}",7789.6,1248.0,536.0,,
000698_2025-10-01,合规/治理类,200,A,0.92,"{""choice"":""A"",""confidence"":0.92}",9581.6,1897.0,813.0,,
000677_2026-04-30,合规/治理类,200,A,0.97,"{""choice"":""A"",""confidence"":0.97}",4477.4,1356.0,203.0,,
000639_2026-04-29,合规/治理类,200,A,0.97,"{""choice"":""A"",""confidence"":0.97}",5400.3,1384.0,448.0,,
300209_2024-09-30,重整/破产,200,C,0.95,"{""choice"":""C"",""confidence"":0.95}",7625.9,1183.0,453.0,,
603922_2026-04-29,合规/治理类,429,,,,2031.9,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
688089_2026-07-25,未归类,429,,,,1864.5,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
002932_2026-04-21,财务类,429,,,,1972.5,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
300506_2024-04-26,财务类,429,,,,1964.0,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
001270_2025-04-23,财务类,429,,,,1933.1,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
688066_2026-04-30,未归类,429,,,,1946.2,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
688189_2026-06-10,合规/治理类,429,,,,1945.0,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
603789_2025-04-30,财务类,429,,,,1654.6,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
600340_2026-04-30,财务类,429,,,,1854.1,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
002630_2025-04-29,合规/治理类,429,,,,1965.2,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
002102_2026-04-29,合规/治理类,429,,,,1707.7,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
002431_2026-04-25,未归类,429,,,,1950.5,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
300152_2025-04-29,合规/治理类,429,,,,1758.5,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
600818_2026-04-28,未归类,429,,,,1699.8,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
688053_2025-09-20,合规/治理类,429,,,,1946.8,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
000504_2025-04-22,财务类,429,,,,1787.6,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
002848_2025-04-25,财务类,429,,,,1970.9,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
000010_2026-04-29,合规/治理类,429,,,,1917.6,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
002528_2025-04-30,合规/治理类,429,,,,1919.5,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
300093_2025-04-29,未归类,429,,,,2097.5,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
002542_2026-04-18,财务类,429,,,,1750.9,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
000793_2025-03-17,合规/治理类,429,,,,1722.5,,,,"{""type"":""error"",""error"":{""type"":""GoUsageLimitError"",""message"":""Go usage limit exceeded""},""metadata"":{""workspace"":""wrk_01"
