id,truth_rule,http,choice,conf,raw,ms,ptok,ctok,cost_usd,err
603007_2024-04-30,合规/治理类,200,B,0.8,"{""choice"":""B"",""confidence"":0.8}",96824.4,1606,1039,,
300527_2025-08-12,合规/治理类,200,A,0.95,"{""choice"":""A"",""confidence"":0.95}",6323.6,1591,118,,
002748_2024-05-16,合规/治理类,200,A,0.95,"{""choice"":""A"",""confidence"":0.95}",4288.9,1589,89,,
605336_2026-04-22,财务类,200,B,0.99,"{""choice"":""B"",""confidence"":0.99}",6668.5,1555,86,,
603272_2026-04-28,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",5234.2,1375,61,,
300301_2025-01-10,合规/治理类,200,A,0.92,"{""choice"":""A"",""confidence"":0.92}",7269.9,1445,162,,
002310_2024-11-23,财务类,200,C,0.98,"{""choice"":""C"",""confidence"":0.98}",4888.8,1536,95,,
000736_2025-04-15,财务类,200,B,0.99,"{""choice"":""B"",""confidence"":0.99}",4381.4,1551,62,,
688201_2026-04-28,未归类,200,A,0.97,"{""choice"":""A"",""confidence"":0.97}",10844.9,1767,137,,
300295_2026-04-23,财务类,200,B,0.99,"{""choice"":""B"",""confidence"":0.99}",7028.0,1534,64,,
002726_2026-04-29,合规/治理类,200,A+另:B,0.92,"{""choice"":""A+另:B"",""confidence"":0.92}",6503.6,1507,319,,
601010_2026-04-29,合规/治理类,200,A,0.98,"{""choice"":""A"",""confidence"":0.98}",5855.1,1425,128,,
301288_2025-04-29,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",5215.6,1985,155,,
300430_2026-04-30,合规/治理类,200,B+另:A,0.95,"{""choice"":""B+另:A"",""confidence"":0.95}",11137.0,1129,434,,
603813_2025-04-29,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",6106.7,1543,88,,
600370_2026-04-29,合规/治理类,200,B+另:A,0.95,"{""choice"":""B+另:A"",""confidence"":0.95}",8352.2,1699,280,,
603363_2024-04-30,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",5992.1,1864,166,,
000838_2026-04-24,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",5462.6,1832,119,,
603828_2024-04-30,合规/治理类,200,A,0.98,"{""choice"":""A"",""confidence"":0.98}",3640.8,1191,89,,
300326_2025-04-30,合规/治理类,200,A,0.97,"{""choice"":""A"",""confidence"":0.97}",6414.6,1226,120,,
600130_2025-04-29,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",4350.8,1511,80,,
600476_2026-04-28,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",4244.9,1475,105,,
000056_2026-04-24,未归类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",7910.4,1704,108,,
002717_2026-06-03,合规/治理类,200,A,0.97,"{""choice"":""A"",""confidence"":0.97}",6881.0,1411,137,,
002198_2026-04-30,合规/治理类,200,A,0.98,"{""choice"":""A"",""confidence"":0.98}",3954.3,1090,96,,
002055_2026-04-29,未归类,200,B,0.97,"{""choice"":""B"",""confidence"":0.97}",5095.2,1437,123,,
002227_2026-04-21,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",4645.1,1587,43,,
688646_2025-04-30,未归类,200,A,0.97,"{""choice"":""A"",""confidence"":0.97}",5868.4,1826,118,,
300460_2025-12-10,合规/治理类,200,A,0.95,"{""choice"":""A"",""confidence"":0.95}",7055.6,1373,160,,
002197_2024-09-05,合规/治理类,200,A,0.97,"{""choice"":""A"",""confidence"":0.97}",6364.5,1330,129,,
600287_2024-07-06,合规/治理类,200,A,0.97,"{""choice"":""A"",""confidence"":0.97}",5865.9,1108,95,,
603559_2023-10-12,合规/治理类,200,A,0.98,"{""choice"":""A"",""confidence"":0.98}",3753.1,1359,105,,
600337_2026-04-30,未归类,200,B,0.97,"{""choice"":""B"",""confidence"":0.97}",5084.9,1347,111,,
603721_2025-04-30,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",6616.3,1534,103,,
002762_2025-04-23,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",3556.7,1770,126,,
603595_2025-10-30,合规/治理类,200,A,0.95,"{""choice"":""A"",""confidence"":0.95}",3475.9,1464,91,,
002789_2025-04-25,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",4369.3,1989,106,,
300225_2025-07-02,合规/治理类,200,B+另:A,0.97,"{""choice"":""B+另:A"",""confidence"":0.97}",5744.5,1307,567,,
002124_2024-04-30,重整/破产,200,B,0.97,"{""choice"":""B"",""confidence"":0.97}",5302.6,1395,151,,
002883_2026-04-30,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",4844.2,1887,129,,
002743_2026-09-05,重整/破产,200,A,0.97,"{""choice"":""A"",""confidence"":0.97}",4129.9,1357,88,,
002742_2023-04-29,合规/治理类,200,A,0.97,"{""choice"":""A"",""confidence"":0.97}",5736.9,1887,110,,
300211_2025-04-30,财务类,200,B,0.99,"{""choice"":""B"",""confidence"":0.99}",5391.4,1888,167,,
600180_2026-04-29,未归类,200,B,0.95,"{""choice"":""B"",""confidence"":0.95}",9173.0,1581,255,,
600759_2026-04-28,合规/治理类,200,A,0.97,"{""choice"":""A"",""confidence"":0.97}",5445.6,1379,143,,
000656_2024-04-23,重整/破产,200,C,0.99,"{""choice"":""C"",""confidence"":0.99}",4921.5,1100,78,,
000620_2023-04-29,未归类,200,B,0.97,"{""choice"":""B"",""confidence"":0.97}",5579.0,1888,130,,
002721_2023-07-21,重整/破产,200,C,0.98,"{""choice"":""C"",""confidence"":0.98}",5753.4,1687,99,,
688496_2026-04-29,未归类,200,A,0.98,"{""choice"":""A"",""confidence"":0.98}",26659.7,1957,102,,
600079_2025-12-13,合规/治理类,200,A,0.95,"{""choice"":""A"",""confidence"":0.95}",3985.9,1589,91,,
600537_2026-04-28,财务类,200,B,0.97,"{""choice"":""B"",""confidence"":0.97}",5182.6,1619,113,,
002713_2025-04-29,财务类,200,B,0.97,"{""choice"":""B"",""confidence"":0.97}",7130.4,1858,149,,
000610_2026-04-24,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",6068.4,1776,88,,
601718_2026-04-30,合规/治理类,200,A,0.95,"{""choice"":""A"",""confidence"":0.95}",3842.2,1397,53,,
000595_2025-04-26,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",4685.6,2010,101,,
002581_2026-04-29,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",4318.5,1110,111,,
301030_2026-04-30,合规/治理类,200,B,0.95,"{""choice"":""B"",""confidence"":0.95}",6961.2,1624,238,,
002656_2023-06-30,合规/治理类,200,A,0.97,"{""choice"":""A"",""confidence"":0.97}",5541.8,1155,175,,
600053_2026-04-29,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",6958.9,1403,78,,
603822_2025-12-10,合规/治理类,200,A,0.95,"{""choice"":""A"",""confidence"":0.95}",4904.8,1445,131,,
600136_2023-06-06,合规/治理类,200,C,0.98,"{""choice"":""C"",""confidence"":0.98}",8098.2,2038,198,,
600439_2026-07-31,合规/治理类,200,A,0.95,"{""choice"":""A"",""confidence"":0.95}",3547.4,1395,69,,
300091_2025-12-31,重整/破产,200,C,0.99,"{""choice"":""C"",""confidence"":0.99}",3407.7,1304,51,,
300343_2025-03-22,合规/治理类,200,A,0.97,"{""choice"":""A"",""confidence"":0.97}",5074.8,1492,137,,
600360_2024-04-30,未归类,200,A,0.98,"{""choice"":""A"",""confidence"":0.98}",5143.3,1403,103,,
603557_2024-04-27,合规/治理类,200,B,0.95,"{""choice"":""B"",""confidence"":0.95}",5457.4,1786,139,,
600080_2026-04-29,合规/治理类,200,A,0.98,"{""choice"":""A"",""confidence"":0.98}",4106.4,1567,93,,
000070_2024-05-22,合规/治理类,200,A,0.95,"{""choice"":""A"",""confidence"":0.95}",6833.6,1104,166,,
300899_2025-04-29,财务类,200,B,0.99,"{""choice"":""B"",""confidence"":0.99}",2662.4,1559,49,,
688282_2024-04-30,财务类,200,B,0.99,"{""choice"":""B"",""confidence"":0.99}",4207.0,1873,76,,
003032_2025-04-22,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",4625.6,1988,83,,
300068_2026-05-06,合规/治理类,200,A,0.97,"{""choice"":""A"",""confidence"":0.97}",4574.1,1238,78,,
000698_2025-10-01,合规/治理类,200,A,0.97,"{""choice"":""A"",""confidence"":0.97}",3525.6,1861,65,,
000677_2026-04-30,合规/治理类,200,A,0.97,"{""choice"":""A"",""confidence"":0.97}",5880.0,1383,131,,
000639_2026-04-29,合规/治理类,200,A,0.98,"{""choice"":""A"",""confidence"":0.98}",2836.0,1421,112,,
300209_2024-09-30,重整/破产,200,C,0.97,"{""choice"":""C"",""confidence"":0.97}",5402.0,1195,79,,
603922_2026-04-29,合规/治理类,200,A,0.98,"{""choice"":""A"",""confidence"":0.98}",4259.8,1472,98,,
688089_2026-07-25,未归类,200,E,0.98,"{""choice"":""E"",""confidence"":0.98}",4306.2,1448,80,,
002932_2026-04-21,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",6050.8,1720,79,,
300506_2024-04-26,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",4672.6,1618,133,,
001270_2025-04-23,财务类,200,B,0.99,"{""choice"":""B"",""confidence"":0.99}",5729.6,1957,44,,
688066_2026-04-30,未归类,200,B,0.9,"{""choice"":""B"",""confidence"":0.9}",8575.1,2003,314,,
688189_2026-06-10,合规/治理类,200,A,0.95,"{""choice"":""A"",""confidence"":0.95}",5680.6,1761,131,,
603789_2025-04-30,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",6727.5,1351,90,,
600340_2026-04-30,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",7999.9,1977,221,,
002630_2025-04-29,合规/治理类,200,A,0.98,"{""choice"":""A"",""confidence"":0.98}",7578.1,1705,144,,
002102_2026-04-29,合规/治理类,200,A,0.97,"{""choice"":""A"",""confidence"":0.97}",5782.0,1281,148,,
002431_2026-04-25,未归类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",4016.1,1810,71,,
300152_2025-04-29,合规/治理类,200,A,0.98,"{""choice"":""A"",""confidence"":0.98}",2906.4,1458,100,,
600818_2026-04-28,未归类,200,A,0.98,"{""choice"":""A"",""confidence"":0.98}",4377.5,1358,92,,
688053_2025-09-20,合规/治理类,200,A,0.95,"{""choice"":""A"",""confidence"":0.95}",5032.8,1654,101,,
000504_2025-04-22,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",3492.7,1534,55,,
002848_2025-04-25,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",5790.3,1963,129,,
000010_2026-04-29,合规/治理类,200,B+另:A,0.97,"{""choice"":""B+另:A"",""confidence"":0.97}",8079.4,1915,331,,
002528_2025-04-30,合规/治理类,200,B,0.95,"{""choice"":""B"",""confidence"":0.95}",8757.6,1703,202,,
300093_2025-04-29,未归类,200,B,0.97,"{""choice"":""B"",""confidence"":0.97}",6965.7,1798,180,,
002542_2026-04-18,财务类,200,B,0.98,"{""choice"":""B"",""confidence"":0.98}",4052.5,1471,52,,
000793_2025-03-17,合规/治理类,200,A,0.95,"{""choice"":""A"",""confidence"":0.95}",4232.1,1448,74,,
